frame, steps, L_IAS, L_IPS, R_IAS, R_IPS, R_FLE, R_FME, R_FTC, R_FAL, R_FAX, R_TAM, R_TTC, R_FCC, R_FM1, R_FM2, R_FM5, L_FLE, L_FME, L_FTC, L_FAL, L_FAX, L_TAM, L_TTC, L_FCC, L_FM1, L_FM2, L_FM5, LV1, LV3, MAI, SXS, CV7, SJN, TV2, L_HEAD, R_HEAD, SGL, R_HLE, R_HUM, R_SAE, R_RSP, R_USP, R_HM2, L_HLE, L_HUM, L_SAE, L_RSP, L_USP, L_HM2
4426, 200, 0.0113384, 0.0562159, 0.0202163, 0.0582266, 0.0432996, 0.0245647, 0.0380947, 0.0181701, 0.0268305, 0.0186533, 0.0435651, 0.0326536, 0.017735, 0.0253858, 0.01999, 0.0433787, 0.0271349, 0.0252192, 0.020169, 0.0356526, 0.0204753, 0.0478738, 0.0310576, 0.0174412, 0.0238557, 0.0177365, 0.0263958, 0.0257479, 0.0481684, 0.0306507, 0.036347, 0.0398612, 0.032582, 0.0282464, 0.0407401, 0.0279277, 0.0781437, 0.0602303, 0.0206956, 0.0318901, 0.0263196, 0.0264716, 0.0748619, 0.0737482, 0.0425442, 0.0264318, 0.0157753, 0.0161015
4427, 200, 0.0113025, 0.056193, 0.0202093, 0.0582426, 0.043257, 0.0246079, 0.0381112, 0.018157, 0.0268628, 0.0186528, 0.0435856, 0.0326284, 0.0177116, 0.0253738, 0.0200062, 0.0434476, 0.0271236, 0.025264, 0.0202442, 0.0356199, 0.0204275, 0.0478398, 0.0310637, 0.0173545, 0.0237833, 0.0177775, 0.0263811, 0.0257614, 0.0482051, 0.0306246, 0.0363362, 0.0398399, 0.032607, 0.0282453, 0.0407568, 0.0279382, 0.0781952, 0.0602405, 0.0206685, 0.0318729, 0.0263039, 0.0264843, 0.0748648, 0.073746, 0.0425622, 0.0264265, 0.015766, 0.0160806
4428, 200, 0.0113187, 0.0562362, 0.0202061, 0.058227, 0.043207, 0.0246443, 0.0381167, 0.0181663, 0.0268687, 0.0186619, 0.0435949, 0.032644, 0.0177262, 0.0253699, 0.02002, 0.0433805, 0.0271307, 0.0252205, 0.0201594, 0.0356233, 0.0204438, 0.0478764, 0.031047, 0.0174297, 0.0238422, 0.0177345, 0.0264022, 0.0257656, 0.0482203, 0.0305902, 0.0363368, 0.0398247, 0.0325906, 0.0282498, 0.0407269, 0.0279366, 0.078195, 0.0602262, 0.0207187, 0.0318649, 0.0262837, 0.0264715, 0.0748741, 0.0737445, 0.0425395, 0.0264194, 0.0157771, 0.0160781
4429, 200, 0.0113019, 0.0562151, 0.0201851, 0.0582411, 0.0431576, 0.0246734, 0.0381202, 0.0181586, 0.0268838, 0.0186377, 0.043615, 0.0326362, 0.0177061, 0.0253633, 0.0200175, 0.0434487, 0.0271035, 0.0252915, 0.0202475, 0.0356187, 0.0204144, 0.0478577, 0.0310501, 0.0173483, 0.0237594, 0.0177662, 0.026419, 0.0257832, 0.0482772, 0.0305321, 0.0363172, 0.0397674, 0.0325538, 0.0282435, 0.0406907, 0.0279535, 0.0781829, 0.0602283, 0.0206876, 0.0318586, 0.0262467, 0.0264278, 0.0748961, 0.073738, 0.0425197, 0.0264089, 0.0157068, 0.0160892
4430, 200, 0.0113135, 0.0562643, 0.0201675, 0.0582251, 0.0431171, 0.0247188, 0.0381146, 0.0181685, 0.0268902, 0.0186612, 0.0435807, 0.0326796, 0.0177357, 0.0253807, 0.0200234, 0.0433701, 0.0271044, 0.0252366, 0.0201616, 0.0356031, 0.0204502, 0.0478763, 0.0310374, 0.0174288, 0.0238197, 0.0177371, 0.0263982, 0.025787, 0.048254, 0.0305159, 0.0363308, 0.0398011, 0.0325951, 0.0281804, 0.0406886, 0.0279118, 0.0781824, 0.0602437, 0.0207054, 0.0318329, 0.0262379, 0.026424, 0.0748733, 0.0737231, 0.0425444, 0.0264039, 0.015735, 0.0160544
4431, 200, 0.0112978, 0.0562344, 0.0201481, 0.0582455, 0.0430731, 0.0247403, 0.0380996, 0.0181607, 0.0268792, 0.0186648, 0.0435888, 0.0326543, 0.0177335, 0.0253833, 0.0200282, 0.0433627, 0.0270987, 0.0252423, 0.0201636, 0.0356244, 0.0204575, 0.0478559, 0.0310386, 0.0174131, 0.0238147, 0.0176998, 0.0264585, 0.0257721, 0.048341, 0.0305272, 0.0363258, 0.0397373, 0.0325463, 0.0281808, 0.0406552, 0.027919, 0.0782017, 0.0602252, 0.0206971, 0.0318223, 0.0262275, 0.0264066, 0.0748908, 0.073748, 0.0425726, 0.0263921, 0.015666, 0.0160482
4432, 200, 0.0112872, 0.0562598, 0.0201137, 0.0582125, 0.043045, 0.0247699, 0.0380856, 0.0181817, 0.0268424, 0.0186589, 0.0436225, 0.0326485, 0.0177258, 0.0253708, 0.020038, 0.0433587, 0.0270893, 0.0252383, 0.0201712, 0.0356124, 0.0204091, 0.0478594, 0.0310316, 0.0174383, 0.0237994, 0.0176956, 0.0264506, 0.0257885, 0.0483529, 0.0305085, 0.0363262, 0.0397491, 0.0325363, 0.0281796, 0.0406606, 0.0279114, 0.0782028, 0.0602268, 0.0207155, 0.0318297, 0.0262127, 0.0264172, 0.074881, 0.0737425, 0.0426023, 0.0263724, 0.0156522, 0.0160492
4433, 200, 0.011269, 0.0562229, 0.0201101, 0.0582294, 0.0430211, 0.0248036, 0.0380953, 0.0181912, 0.026879, 0.0186561, 0.0436108, 0.0326512, 0.0177071, 0.0253527, 0.0200315, 0.0434266, 0.0270771, 0.0252996, 0.0202659, 0.0356097, 0.0203982, 0.0478464, 0.031015, 0.0173457, 0.0237394, 0.0177815, 0.0264508, 0.025804, 0.0483501, 0.0304997, 0.0363308, 0.0397353, 0.0325495, 0.0281819, 0.0406468, 0.0278791, 0.0781943, 0.0602201, 0.0206884, 0.0317952, 0.0262114, 0.026412, 0.0748792, 0.0737544, 0.0426055, 0.0263827, 0.0156279, 0.0160001
4434, 200, 0.0112666, 0.0562573, 0.0201255, 0.0582524, 0.0429917, 0.0248301, 0.0381168, 0.0181875, 0.0268714, 0.018677, 0.0435988, 0.0326426, 0.0177164, 0.0253747, 0.020044, 0.0434199, 0.0270725, 0.0252923, 0.0202276, 0.0356264, 0.0203996, 0.0478495, 0.0310225, 0.0173199, 0.0237469, 0.0177516, 0.0264826, 0.0257888, 0.0483248, 0.030465, 0.0363316, 0.0397551, 0.0325412, 0.0281445, 0.0406647, 0.0278693, 0.0782231, 0.0602417, 0.0207319, 0.031801, 0.0261977, 0.0264003, 0.0748943, 0.0737583, 0.0426048, 0.0263624, 0.015639, 0.0160145
4435, 200, 0.0112448, 0.0562605, 0.0200722, 0.0582207, 0.0429735, 0.024863, 0.0381197, 0.0181805, 0.0268981, 0.0186623, 0.0436189, 0.0326567, 0.0177309, 0.0253475, 0.0200568, 0.0433566, 0.0270799, 0.0252337, 0.0201602, 0.0356256, 0.0204069, 0.04788, 0.0310093, 0.0174346, 0.023796, 0.0177269, 0.0264821, 0.0257917, 0.048385, 0.0304734, 0.0362871, 0.0397222, 0.0325405, 0.0281694, 0.0406463, 0.0278245, 0.0781896, 0.0602237, 0.0207177, 0.0317944, 0.0261822, 0.0263918, 0.0749101, 0.0737783, 0.0425752, 0.0263599, 0.0156295, 0.0159886
4436, 200, 0.0112345, 0.0562611, 0.02003, 0.0582359, 0.0429448, 0.0248806, 0.0380926, 0.0181637, 0.0268524, 0.0186838, 0.0436269, 0.0326652, 0.0177335, 0.0253506, 0.020057, 0.0433558, 0.0270663, 0.0252327, 0.0201638, 0.0356282, 0.0204102, 0.0478789, 0.0309995, 0.0174216, 0.0237973, 0.0176998, 0.0264946, 0.0257805, 0.0483984, 0.030412, 0.0363129, 0.0397322, 0.0325366, 0.0281391, 0.0406098, 0.0278593, 0.0781915, 0.0602143, 0.020707, 0.0317988, 0.0261861, 0.0263676, 0.0749101, 0.0737712, 0.0425795, 0.0263362, 0.0156191, 0.0160056
4437, 200, 0.0112732, 0.0562145, 0.0200931, 0.0581744, 0.0428858, 0.0248495, 0.0379845, 0.0181916, 0.0259965, 0.0187364, 0.0437654, 0.0327067, 0.0177384, 0.0253753, 0.020038, 0.0434297, 0.0270437, 0.0252846, 0.0202244, 0.0356674, 0.020404, 0.0478738, 0.0310249, 0.0172899, 0.0237472, 0.0177473, 0.0264955, 0.0257588, 0.0484095, 0.0304051, 0.0362743, 0.0397446, 0.0325157, 0.0281508, 0.0406176, 0.0278411, 0.0782176, 0.0602067, 0.0207158, 0.0317841, 0.0261966, 0.0263415, 0.0749247, 0.0737697, 0.0425938, 0.0263249, 0.015618, 0.0159898
4438, 200, 0.0113005, 0.0562168, 0.0200926, 0.0581849, 0.0428672, 0.0248682, 0.0379802, 0.0181979, 0.0259992, 0.0187197, 0.0437744, 0.0327104, 0.0177494, 0.0253581, 0.0200417, 0.0434197, 0.0270181, 0.0252898, 0.0202347, 0.0356521, 0.0203636, 0.047888, 0.0310019, 0.017309, 0.0237014, 0.0177613, 0.0264668, 0.0257599, 0.0484779, 0.0303772, 0.0362913, 0.0397419, 0.0325113, 0.0281453, 0.0405685, 0.0277985, 0.0782036, 0.060228, 0.0207408, 0.0317827, 0.026172, 0.0263325, 0.0749155, 0.0737669, 0.0426106, 0.0263164, 0.0155985, 0.0159739
4439, 200, 0.0112945, 0.0562328, 0.0200781, 0.0581936, 0.0428502, 0.0248944, 0.0379756, 0.0182058, 0.0260047, 0.0187094, 0.043777, 0.0327041, 0.0177449, 0.0253802, 0.0200467, 0.0434171, 0.0270145, 0.025281, 0.0202226, 0.0356576, 0.0203764, 0.0478843, 0.0310184, 0.0173112, 0.023721, 0.0177577, 0.0264486, 0.0257737, 0.048487, 0.0303913, 0.0362898, 0.039716, 0.0324959, 0.0281544, 0.0405602, 0.0278265, 0.0782147, 0.0602486, 0.0207223, 0.0317823, 0.0261926, 0.0263053, 0.0749121, 0.0737949, 0.0426458, 0.0262652, 0.0156183, 0.015952
4440, 200, 0.0112876, 0.0562336, 0.0200763, 0.0581899, 0.0428345, 0.0249191, 0.0379432, 0.0181896, 0.0260035, 0.018709, 0.0437499, 0.0327238, 0.0177512, 0.0253752, 0.0200516, 0.0434232, 0.0270117, 0.0252751, 0.0202279, 0.0356553, 0.0203719, 0.0479007, 0.0310002, 0.0172948, 0.0237209, 0.0177574, 0.0264747, 0.0257737, 0.0484588, 0.0303764, 0.0362786, 0.0397765, 0.0324916, 0.028152, 0.0405612, 0.0277929, 0.0782302, 0.0602546, 0.0207444, 0.0317783, 0.0261688, 0.026337, 0.0749347, 0.0737858, 0.0426222, 0.0263031, 0.0156193, 0.015941
4441, 200, 0.0112856, 0.0562009, 0.0200592, 0.0581877, 0.0428202, 0.0249419, 0.0379685, 0.0182051, 0.0259869, 0.0187245, 0.0437464, 0.0327442, 0.0177372, 0.0253753, 0.020053, 0.0434076, 0.0269928, 0.0252706, 0.0202343, 0.0356525, 0.0203656, 0.0478783, 0.0309882, 0.0172848, 0.0237212, 0.0177642, 0.026495, 0.0257624, 0.0485406, 0.0303692, 0.0362553, 0.0397537, 0.0324557, 0.0281671, 0.0405363, 0.0278371, 0.0782256, 0.060275, 0.0207417, 0.0317738, 0.0261158, 0.0263038, 0.0749411, 0.0737894, 0.0426605, 0.0262786, 0.0155765, 0.015933
4442, 200, 0.0112987, 0.0562102, 0.0200603, 0.0581772, 0.0428136, 0.0249658, 0.037968, 0.0182152, 0.02601, 0.0187211, 0.0437538, 0.0327335, 0.0177639, 0.0253692, 0.0200498, 0.0434112, 0.0269906, 0.0252643, 0.0202234, 0.0356361, 0.0203638, 0.0478732, 0.0310154, 0.017304, 0.0237225, 0.0177753, 0.0264757, 0.0257631, 0.0485426, 0.0303831, 0.0362888, 0.0397319, 0.0324473, 0.0281775, 0.0405259, 0.0278548, 0.0782402, 0.0602794, 0.0207384, 0.0317818, 0.0261457, 0.026295, 0.0749518, 0.0737969, 0.0426723, 0.0262837, 0.0155725, 0.0159199
4443, 200, 0.0112984, 0.056229, 0.0200425, 0.0581998, 0.0428172, 0.0250013, 0.0379595, 0.0182182, 0.0259837, 0.0187404, 0.0437799, 0.0327424, 0.017753, 0.0253633, 0.0200454, 0.0434198, 0.0269871, 0.0252718, 0.0202572, 0.035643, 0.0203602, 0.0478827, 0.0309744, 0.0172848, 0.0237309, 0.0177616, 0.0264899, 0.0257712, 0.0485596, 0.0303697, 0.0362532, 0.0397149, 0.0324288, 0.0281598, 0.0405361, 0.0278173, 0.0782482, 0.0602703, 0.020778, 0.0317733, 0.026106, 0.0262782, 0.0749427, 0.0737868, 0.0426917, 0.0262705, 0.015557, 0.0159253
4444, 200, 0.0112683, 0.0561934, 0.0200334, 0.0581485, 0.0428139, 0.0250294, 0.0379491, 0.018217, 0.0260143, 0.0187266, 0.0437643, 0.0327562, 0.0177443, 0.0253813, 0.0200561, 0.0434233, 0.0269914, 0.0252556, 0.0202196, 0.0356481, 0.0203401, 0.0478796, 0.0309931, 0.0172968, 0.0236984, 0.0177319, 0.0264759, 0.0257799, 0.048578, 0.0303494, 0.0362682, 0.039718, 0.0324333, 0.0281465, 0.0405114, 0.0278169, 0.0782489, 0.060277, 0.020765, 0.0317657, 0.0260727, 0.0262679, 0.0749739, 0.0737929, 0.0426656, 0.0262616, 0.0155598, 0.0158946
4445, 200, 0.0112952, 0.0562161, 0.0200483, 0.0581696, 0.0428109, 0.0250606, 0.037976, 0.0182374, 0.0259806, 0.0187376, 0.0437814, 0.032745, 0.0177443, 0.0253808, 0.0200505, 0.0434262, 0.0269837, 0.0252576, 0.020227, 0.0356442, 0.0203616, 0.0478866, 0.0309841, 0.0172846, 0.0236968, 0.0177774, 0.0264645, 0.025767, 0.0486065, 0.0303759, 0.0362637, 0.0397123, 0.032427, 0.0281618, 0.0405159, 0.0277803, 0.07828, 0.0602567, 0.0208008, 0.0317598, 0.0260736, 0.0262674, 0.0749631, 0.0738197, 0.0426725, 0.0262559, 0.0155465, 0.0158986
4446, 200, 0.0112846, 0.0562158, 0.0200243, 0.0581397, 0.0428062, 0.025085, 0.0379537, 0.0182569, 0.0260124, 0.0187462, 0.0437775, 0.0327564, 0.017731, 0.025386, 0.0200679, 0.0434311, 0.0269771, 0.0252483, 0.0202397, 0.0356294, 0.0203507, 0.0478799, 0.0309871, 0.0172759, 0.0237067, 0.0177568, 0.0265085, 0.0257521, 0.0486431, 0.0303475, 0.0362672, 0.0397, 0.0324363, 0.0281597, 0.0405232, 0.0277264, 0.0782813, 0.0602658, 0.020773, 0.0317386, 0.0260893, 0.0262678, 0.0749733, 0.073806, 0.0426673, 0.0262545, 0.015537, 0.0159103
4447, 200, 0.011296, 0.0562268, 0.0200301, 0.0581486, 0.0427957, 0.0251081, 0.0379475, 0.0182243, 0.0260077, 0.0187553, 0.0437755, 0.0327707, 0.0177452, 0.0253576, 0.0200817, 0.0434353, 0.0269668, 0.0252599, 0.0202169, 0.0356338, 0.0203614, 0.0478553, 0.0309879, 0.0172548, 0.0237019, 0.0177545, 0.026489, 0.0257815, 0.0486538, 0.0303968, 0.0362854, 0.0397017, 0.0324341, 0.0281654, 0.0404888, 0.0277552, 0.0783094, 0.0603195, 0.0208151, 0.0317263, 0.0260592, 0.026283, 0.0749937, 0.073828, 0.0427029, 0.0262397, 0.0155412, 0.0158887
4448, 200, 0.0112824, 0.0562531, 0.0200109, 0.0581593, 0.0427883, 0.0251312, 0.0379492, 0.0182314, 0.0260392, 0.0187402, 0.0437933, 0.0327888, 0.017737, 0.025382, 0.0200874, 0.043418, 0.0269423, 0.0252626, 0.0202139, 0.0356541, 0.0203429, 0.047875, 0.0309673, 0.0172469, 0.0236999, 0.0177338, 0.0264912, 0.0257899, 0.0486519, 0.0303481, 0.0362904, 0.0397121, 0.0324539, 0.0281592, 0.0404587, 0.0276983, 0.0783207, 0.0603134, 0.0208414, 0.0317104, 0.0260337, 0.0262552, 0.0750156, 0.0738235, 0.0426889, 0.0262316, 0.0155044, 0.0158699
4449, 200, 0.0112688, 0.0562855, 0.0199885, 0.0581858, 0.0427783, 0.0251465, 0.0379127, 0.0182309, 0.0260516, 0.0187379, 0.0438107, 0.0327794, 0.0177506, 0.0253757, 0.0200922, 0.0434172, 0.0269328, 0.0252694, 0.020194, 0.0356545, 0.0203426, 0.0478619, 0.0310062, 0.0172651, 0.0236892, 0.0177488, 0.0265191, 0.0257702, 0.0486569, 0.0303606, 0.0362884, 0.0396889, 0.0324586, 0.0281498, 0.0404839, 0.027668, 0.0783566, 0.060343, 0.0208111, 0.0317229, 0.0260182, 0.0262374, 0.0750098, 0.0738415, 0.0427168, 0.0262216, 0.0154954, 0.0159022
4450, 200, 0.0112908, 0.0562769, 0.0199895, 0.0581915, 0.0427834, 0.0251842, 0.0379231, 0.0182275, 0.0260386, 0.0187758, 0.0438115, 0.032793, 0.0177377, 0.0253594, 0.0200885, 0.0434143, 0.0269206, 0.0252604, 0.0202321, 0.0356508, 0.0203516, 0.0478454, 0.0309825, 0.0172354, 0.0237095, 0.017711, 0.0265106, 0.0257935, 0.0486603, 0.0303729, 0.0363143, 0.0396836, 0.0324382, 0.0281174, 0.0404416, 0.0276593, 0.0783655, 0.0603517, 0.020839, 0.0317027, 0.0260008, 0.0262482, 0.0750206, 0.0738389, 0.0427327, 0.0262134, 0.0155077, 0.015877
4451, 200, 0.0112905, 0.0562983, 0.0199785, 0.0582369, 0.0427793, 0.0251962, 0.0378833, 0.0182313, 0.0260589, 0.0187652, 0.043824, 0.0327959, 0.0177471, 0.0253686, 0.0200914, 0.0434068, 0.026904, 0.0252667, 0.0202272, 0.0356429, 0.0202881, 0.0478403, 0.0309899, 0.0172588, 0.0237033, 0.0177196, 0.0265455, 0.0257655, 0.0486958, 0.0303615, 0.0362898, 0.0396883, 0.0324301, 0.0281259, 0.0404268, 0.0276936, 0.0783792, 0.0603749, 0.0208501, 0.0317167, 0.0259893, 0.026259, 0.0750131, 0.0738585, 0.042755, 0.0261978, 0.0154966, 0.0158903
4452, 200, 0.0112717, 0.0562954, 0.0199692, 0.0582332, 0.0427806, 0.0252215, 0.037898, 0.0182189, 0.0260727, 0.0187814, 0.0438483, 0.032789, 0.0177294, 0.0253584, 0.0200904, 0.0434102, 0.0268876, 0.0252591, 0.020224, 0.0356505, 0.0202979, 0.0478568, 0.0309615, 0.0172249, 0.0236988, 0.0177191, 0.0265254, 0.0257678, 0.0486778, 0.0303498, 0.036317, 0.0396686, 0.0324595, 0.028124, 0.0404296, 0.0276653, 0.0783867, 0.060382, 0.0208517, 0.031706, 0.0259675, 0.026232, 0.0750269, 0.0738717, 0.0427526, 0.0261819, 0.0154942, 0.015869
4453, 200, 0.0112894, 0.056304, 0.0199317, 0.0582211, 0.04279, 0.0252571, 0.037889, 0.0182491, 0.0260554, 0.0187455, 0.0438142, 0.0328208, 0.0177527, 0.0253381, 0.0200807, 0.0434086, 0.0268705, 0.0252549, 0.020198, 0.0356431, 0.0203095, 0.0478282, 0.0309719, 0.0172338, 0.0236806, 0.0177318, 0.0265347, 0.0257843, 0.0486745, 0.0303704, 0.0362934, 0.0396281, 0.0324802, 0.02814, 0.0404423, 0.0275777, 0.0784013, 0.0603955, 0.0208248, 0.0317196, 0.0259547, 0.0261991, 0.0750379, 0.0738685, 0.0427407, 0.026177, 0.0154787, 0.0158694
4454, 200, 0.011265, 0.0562924, 0.0199533, 0.0582139, 0.0427966, 0.0252774, 0.0378928, 0.0182557, 0.0260685, 0.018749, 0.0438585, 0.0328371, 0.017745, 0.025355, 0.0200907, 0.0434053, 0.0268542, 0.0252295, 0.0201916, 0.035646, 0.0203136, 0.0478252, 0.0309404, 0.0172502, 0.0236665, 0.0177168, 0.0265094, 0.0257855, 0.0487249, 0.0303834, 0.0362859, 0.0396384, 0.0324755, 0.0281005, 0.0404145, 0.0276628, 0.0784017, 0.0603833, 0.020849, 0.0317196, 0.0259466, 0.0262433, 0.0750445, 0.0738862, 0.0427786, 0.0261651, 0.0154673, 0.0158614
4455, 200, 0.0112971, 0.0562684, 0.0199438, 0.0582241, 0.042807, 0.0253132, 0.0378903, 0.0182698, 0.026086, 0.0187671, 0.04386, 0.0328417, 0.0177562, 0.0253568, 0.0200991, 0.0434058, 0.0268308, 0.0252537, 0.0201804, 0.0356281, 0.0202696, 0.0478478, 0.0309679, 0.0172095, 0.0236675, 0.0177166, 0.026515, 0.0257866, 0.0487091, 0.0303459, 0.03629, 0.0396167, 0.0324705, 0.0281122, 0.0404281, 0.0276301, 0.0784073, 0.0603774, 0.0208476, 0.031718, 0.0259638, 0.0261686, 0.075059, 0.0738844, 0.0427705, 0.0261467, 0.015462, 0.0158499
4456, 200, 0.0112658, 0.0563365, 0.019952, 0.0582408, 0.0428056, 0.025336, 0.037881, 0.0182734, 0.0260599, 0.018747, 0.0438758, 0.0328631, 0.0177313, 0.0253645, 0.0201064, 0.043401, 0.0268081, 0.0252385, 0.0201856, 0.0356651, 0.0202337, 0.0478453, 0.0309451, 0.0172058, 0.0236663, 0.0177071, 0.0265487, 0.0257898, 0.0487489, 0.0303329, 0.0362852, 0.0396022, 0.032479, 0.0280839, 0.040423, 0.0275857, 0.0784064, 0.0603892, 0.020842, 0.0317287, 0.0259298, 0.0262338, 0.0750461, 0.0739121, 0.04283, 0.0261511, 0.0154537, 0.0158365
4457, 200, 0.0112823, 0.0563389, 0.0199525, 0.0581974, 0.0428096, 0.025366, 0.037881, 0.0182733, 0.0260411, 0.0187596, 0.0439031, 0.0328479, 0.0177399, 0.0253775, 0.020109, 0.0434142, 0.0268012, 0.0252433, 0.020181, 0.0356308, 0.0202675, 0.0478415, 0.0309466, 0.0172217, 0.0236781, 0.0176987, 0.0265442, 0.0257808, 0.0487582, 0.0302883, 0.0362904, 0.0396266, 0.0324947, 0.0280838, 0.040418, 0.0276782, 0.0784224, 0.0603903, 0.0208531, 0.0317305, 0.025935, 0.0262009, 0.0750637, 0.0739164, 0.0428232, 0.0261347, 0.0154585, 0.0158543
4458, 200, 0.0112908, 0.0563523, 0.0199389, 0.0582268, 0.0428094, 0.0253805, 0.0378801, 0.0182673, 0.0260773, 0.0187554, 0.0439261, 0.032861, 0.0177454, 0.0253687, 0.0201289, 0.0434063, 0.0267783, 0.025226, 0.0201698, 0.0356446, 0.0202704, 0.0478179, 0.0309595, 0.0172123, 0.0236706, 0.0176996, 0.0265614, 0.0257857, 0.0487924, 0.0303014, 0.0362766, 0.0396039, 0.0324434, 0.0280687, 0.0403681, 0.0277175, 0.0784293, 0.0604014, 0.0208735, 0.0317022, 0.0259608, 0.0261753, 0.0750711, 0.0739295, 0.0428482, 0.0261405, 0.0154338, 0.0158335
4459, 200, 0.011295, 0.056365, 0.0199568, 0.058258, 0.0428147, 0.0253993, 0.0378676, 0.0182608, 0.0260348, 0.0187772, 0.0439343, 0.0328696, 0.0177326, 0.0253855, 0.0201342, 0.0434032, 0.0267717, 0.0252482, 0.0201856, 0.0356167, 0.0202157, 0.047864, 0.0309498, 0.017226, 0.0236719, 0.0176909, 0.026581, 0.0258231, 0.0487854, 0.0302672, 0.0362664, 0.0395779, 0.0324644, 0.028034, 0.0403315, 0.027724, 0.0784265, 0.0604177, 0.0208679, 0.0316983, 0.0258998, 0.026217, 0.0750831, 0.0739248, 0.0428417, 0.0261384, 0.0154349, 0.0158368
4460, 200, 0.011275, 0.0563849, 0.0199227, 0.058278, 0.0428116, 0.0254131, 0.0378524, 0.0182501, 0.0260726, 0.0187864, 0.0439377, 0.0328862, 0.0177493, 0.0254124, 0.0201535, 0.0433198, 0.0267575, 0.0251733, 0.0201054, 0.035631, 0.0202359, 0.047871, 0.0309564, 0.0172961, 0.0237674, 0.0176444, 0.0265975, 0.025849, 0.0487749, 0.0302739, 0.0362833, 0.0395813, 0.0324556, 0.0280372, 0.0403253, 0.0277566, 0.0784239, 0.0604256, 0.0208761, 0.0317127, 0.0259045, 0.026231, 0.075096, 0.0739569, 0.0428598, 0.0261691, 0.015426, 0.01583
4461, 200, 0.0112931, 0.0564147, 0.0199319, 0.0582977, 0.0428204, 0.0254384, 0.0378392, 0.0182817, 0.026066, 0.0187772, 0.0439624, 0.0328949, 0.0177549, 0.0254102, 0.0201489, 0.0433878, 0.0267388, 0.0252325, 0.0201721, 0.0356107, 0.0202201, 0.0478299, 0.0309488, 0.0172173, 0.0236947, 0.0177096, 0.0265887, 0.0258164, 0.0488426, 0.030273, 0.036256, 0.0395966, 0.0324161, 0.0280744, 0.0403142, 0.0277904, 0.078422, 0.060449, 0.0208821, 0.0317, 0.0259015, 0.0262464, 0.0751081, 0.0739764, 0.0429014, 0.026151, 0.015422, 0.0158395
4462, 200, 0.0112859, 0.0563845, 0.0199311, 0.0583261, 0.042819, 0.0254547, 0.0378785, 0.0182839, 0.0260702, 0.01879, 0.0439378, 0.0329167, 0.0177595, 0.0254192, 0.0201565, 0.0433856, 0.0267229, 0.0252125, 0.0201695, 0.0355917, 0.0202209, 0.0478293, 0.0309672, 0.0172025, 0.0236969, 0.0177333, 0.0266118, 0.0258459, 0.0488629, 0.0302417, 0.0362555, 0.0396049, 0.0324408, 0.0280421, 0.0402755, 0.0277521, 0.078435, 0.0604351, 0.0208603, 0.0316897, 0.0259366, 0.0262277, 0.0751199, 0.0739933, 0.0428724, 0.0261491, 0.0154263, 0.0158055
4463, 200, 0.011284, 0.0564133, 0.0199001, 0.0582926, 0.0428292, 0.0254604, 0.0378541, 0.0182887, 0.0260981, 0.0187869, 0.043948, 0.0329484, 0.0177781, 0.0254433, 0.0201784, 0.0433264, 0.0267259, 0.0251569, 0.0200729, 0.0356104, 0.0202299, 0.0478854, 0.0309602, 0.0172868, 0.0237558, 0.0177039, 0.0265713, 0.0258422, 0.0488908, 0.0302381, 0.0362508, 0.0396047, 0.0324054, 0.0280808, 0.0402718, 0.0278279, 0.078428, 0.0604431, 0.020873, 0.031705, 0.0259039, 0.0262536, 0.0751264, 0.0739772, 0.0428833, 0.0261534, 0.0154445, 0.0158263
4464, 200, 0.01127, 0.0564134, 0.019899, 0.0583206, 0.0428414, 0.0254445, 0.0378459, 0.0182887, 0.0260786, 0.0187951, 0.0439686, 0.0329367, 0.0177888, 0.0254578, 0.0201922, 0.0433347, 0.0267279, 0.0251494, 0.0200839, 0.0355989, 0.020185, 0.0478597, 0.0310061, 0.0173009, 0.0237718, 0.0176995, 0.026604, 0.0258139, 0.0488942, 0.0302388, 0.0362584, 0.0396053, 0.0324125, 0.0280686, 0.04028, 0.0277885, 0.0784173, 0.0604297, 0.0208775, 0.0316863, 0.0259133, 0.0262649, 0.075139, 0.0740016, 0.0429074, 0.0261586, 0.0154291, 0.0158096
4465, 200, 0.0112509, 0.0564189, 0.0198878, 0.0583197, 0.042862, 0.0254103, 0.0378524, 0.0183309, 0.0260607, 0.01877, 0.0439494, 0.032925, 0.0177718, 0.0254678, 0.0202076, 0.0433364, 0.0267314, 0.0251552, 0.0200511, 0.0356177, 0.0201908, 0.0478798, 0.0309993, 0.017276, 0.0237947, 0.0177469, 0.0266147, 0.0258584, 0.0489312, 0.0302438, 0.0362461, 0.0395976, 0.0324028, 0.0280818, 0.0402864, 0.0278135, 0.078422, 0.0604389, 0.020884, 0.0316754, 0.0259214, 0.0262648, 0.075146, 0.0740099, 0.0429211, 0.0261451, 0.0154353, 0.0158211
