frame, steps, L_IAS, L_IPS, R_IAS, R_IPS, R_FLE, R_FME, R_FTC, R_FAL, R_FAX, R_TAM, R_TTC, R_FCC, R_FM1, R_FM2, R_FM5, L_FLE, L_FME, L_FTC, L_FAL, L_FAX, L_TAM, L_TTC, L_FCC, L_FM1, L_FM2, L_FM5, LV1, LV3, MAI, SXS, CV7, SJN, TV2, L_HEAD, R_HEAD, SGL, R_HLE, R_HUM, R_SAE, R_RSP, R_USP, R_HM2, L_HLE, L_HUM, L_SAE, L_RSP, L_USP, L_HM2
4386, 200, 0.0116502, 0.0561191, 0.0207293, 0.0581555, 0.0438236, 0.0242198, 0.0379784, 0.018142, 0.0266757, 0.01864, 0.0434966, 0.032619, 0.0177173, 0.0254114, 0.019972, 0.0433906, 0.0272923, 0.0251018, 0.0201428, 0.0356232, 0.0205125, 0.0478564, 0.0311802, 0.0175087, 0.0239161, 0.017777, 0.0260658, 0.025533, 0.0470967, 0.0311644, 0.0362545, 0.0401042, 0.0327243, 0.0283707, 0.0408515, 0.0281322, 0.0780589, 0.0601883, 0.0206584, 0.0319359, 0.0266019, 0.0266009, 0.0748057, 0.0736306, 0.0424266, 0.0266764, 0.0158061, 0.0159166
4387, 200, 0.0116165, 0.056093, 0.0207395, 0.0581076, 0.0438168, 0.0242161, 0.0379965, 0.0181287, 0.0266742, 0.0186398, 0.0435081, 0.032596, 0.0177075, 0.0254002, 0.0199686, 0.0433879, 0.0272928, 0.0251211, 0.0202257, 0.0355894, 0.0204686, 0.0478295, 0.0311478, 0.0174724, 0.0239278, 0.0177785, 0.0260768, 0.0255567, 0.0471098, 0.0311364, 0.0362396, 0.0401058, 0.0327169, 0.0283239, 0.040821, 0.0281363, 0.0780663, 0.0601834, 0.0206574, 0.0319237, 0.0266021, 0.026625, 0.0748075, 0.0736477, 0.0424311, 0.0266342, 0.0158223, 0.0159351
4388, 200, 0.011594, 0.0560831, 0.0207115, 0.0581297, 0.0438205, 0.0242204, 0.0380135, 0.01814, 0.0266905, 0.0186124, 0.0435217, 0.0326094, 0.0177204, 0.0253988, 0.0199629, 0.0433971, 0.027306, 0.0251221, 0.0201691, 0.0355977, 0.020548, 0.047844, 0.0311445, 0.0175271, 0.0239039, 0.017788, 0.0260869, 0.0255131, 0.0471616, 0.0311708, 0.0362401, 0.0400969, 0.0327206, 0.028329, 0.0408287, 0.0281295, 0.0780862, 0.0602091, 0.020663, 0.0319056, 0.0265611, 0.0266445, 0.0748285, 0.0736467, 0.042456, 0.0266062, 0.0158117, 0.0159405
4389, 200, 0.0116151, 0.056075, 0.020693, 0.0581597, 0.0438292, 0.0242271, 0.0380165, 0.0181325, 0.0266828, 0.0186325, 0.0435264, 0.0326109, 0.0177177, 0.0254048, 0.0199596, 0.043381, 0.0272736, 0.0251294, 0.0202107, 0.0356186, 0.0204794, 0.0478484, 0.0311203, 0.0175025, 0.0239271, 0.0177378, 0.0260997, 0.0255494, 0.0471337, 0.0311171, 0.0362536, 0.040075, 0.0327417, 0.0283087, 0.0408207, 0.0281741, 0.0780832, 0.0601781, 0.0206361, 0.0319433, 0.0265408, 0.0266457, 0.0748152, 0.0736562, 0.0424586, 0.0265848, 0.0158143, 0.0159548
4390, 200, 0.0116079, 0.0560918, 0.020675, 0.0581451, 0.0438202, 0.0242179, 0.0379902, 0.0181404, 0.026701, 0.018624, 0.0435125, 0.0325879, 0.0177202, 0.0254034, 0.0199634, 0.043379, 0.0272721, 0.0251371, 0.020169, 0.0356288, 0.0205021, 0.0478782, 0.0311304, 0.0175033, 0.0239262, 0.0177391, 0.0260996, 0.0255049, 0.0471798, 0.0311263, 0.0362796, 0.0400596, 0.0327156, 0.0283137, 0.0408393, 0.0281688, 0.0781078, 0.0601922, 0.0206546, 0.0319277, 0.0264842, 0.0266609, 0.0748373, 0.0736587, 0.0424591, 0.0265564, 0.0157851, 0.0159897
4391, 200, 0.01157, 0.0561014, 0.0206557, 0.0581692, 0.0438205, 0.0242142, 0.038006, 0.0181417, 0.0267003, 0.0186401, 0.0435376, 0.032605, 0.0177182, 0.0254184, 0.0199692, 0.0433984, 0.0272823, 0.0251325, 0.0202154, 0.0356352, 0.0205107, 0.0478811, 0.0311399, 0.0175203, 0.0239012, 0.0177517, 0.0260852, 0.0254853, 0.0471957, 0.0310633, 0.0362698, 0.0400545, 0.0327437, 0.028314, 0.0408232, 0.0281773, 0.0780992, 0.0602072, 0.0206344, 0.0319029, 0.0264897, 0.0266591, 0.0748254, 0.0736543, 0.0425007, 0.0265429, 0.0157712, 0.0159746
4392, 200, 0.011578, 0.0560946, 0.0206472, 0.0581583, 0.0438172, 0.0242247, 0.0380097, 0.0181275, 0.0266992, 0.0186564, 0.0435292, 0.032596, 0.017703, 0.0254173, 0.0199656, 0.0434054, 0.0272776, 0.0251526, 0.0202297, 0.0356232, 0.0205218, 0.0478676, 0.0311154, 0.0175065, 0.0239184, 0.0177682, 0.0260862, 0.0255179, 0.0471998, 0.0310428, 0.0362786, 0.0400226, 0.0327122, 0.0283564, 0.0408549, 0.0282005, 0.0781232, 0.0602095, 0.0206467, 0.0318283, 0.0264964, 0.0266795, 0.0748356, 0.0736698, 0.0424843, 0.0265347, 0.0158003, 0.0159834
4393, 200, 0.0115579, 0.0561008, 0.0206311, 0.0581687, 0.0438051, 0.0242139, 0.0380257, 0.0181173, 0.0267094, 0.0186668, 0.0435167, 0.0325888, 0.0177201, 0.0254045, 0.0199776, 0.0433887, 0.0272687, 0.025135, 0.0201683, 0.0356249, 0.0205385, 0.0478742, 0.0311252, 0.0174943, 0.0239227, 0.017766, 0.0260948, 0.0255385, 0.0472369, 0.0310169, 0.0362825, 0.0400192, 0.0327375, 0.0283351, 0.0408639, 0.0281796, 0.0781155, 0.06021, 0.0207016, 0.031848, 0.0264516, 0.0266427, 0.0748362, 0.0736589, 0.0425236, 0.0265063, 0.0157949, 0.0159817
4394, 200, 0.011566, 0.0561163, 0.0206347, 0.0581693, 0.0438056, 0.0242173, 0.0380347, 0.01814, 0.0267085, 0.0186683, 0.0435281, 0.0326112, 0.0177061, 0.0254054, 0.0199744, 0.0433967, 0.0272695, 0.0251253, 0.0201403, 0.035628, 0.0205431, 0.0478624, 0.0311408, 0.0175159, 0.023929, 0.017751, 0.0260902, 0.0255473, 0.0472704, 0.0310213, 0.0362895, 0.0400116, 0.0327099, 0.0283654, 0.0408576, 0.0282051, 0.078152, 0.0602134, 0.0206793, 0.0319023, 0.0264427, 0.0266515, 0.0748557, 0.0736682, 0.0425108, 0.0265038, 0.0157791, 0.0160387
4395, 200, 0.0115283, 0.0561223, 0.0206392, 0.0581669, 0.0437963, 0.0242249, 0.0380409, 0.018143, 0.0266814, 0.0186738, 0.0435178, 0.0326033, 0.0177073, 0.025409, 0.0199686, 0.0433948, 0.0272783, 0.0251271, 0.0201745, 0.0355994, 0.0205194, 0.047852, 0.0311494, 0.0175135, 0.0239333, 0.0177596, 0.0261297, 0.0255515, 0.0473143, 0.0309875, 0.0362853, 0.039985, 0.0326944, 0.0283495, 0.0408737, 0.0281595, 0.0781451, 0.0602153, 0.0206874, 0.0319223, 0.0264147, 0.0266364, 0.0748538, 0.0736906, 0.0425238, 0.0265154, 0.0157798, 0.0160279
4396, 200, 0.011566, 0.0561345, 0.0206156, 0.0581532, 0.0437889, 0.0242185, 0.0380218, 0.0181464, 0.0266313, 0.0186746, 0.0435401, 0.0325971, 0.017724, 0.0254172, 0.0199727, 0.0433833, 0.0272563, 0.0251418, 0.0201473, 0.0356403, 0.0204975, 0.047868, 0.0311313, 0.0175015, 0.0239245, 0.0177572, 0.0261094, 0.0255726, 0.0472859, 0.0310203, 0.0362977, 0.0399998, 0.032741, 0.0283475, 0.0408744, 0.0282031, 0.0781562, 0.0602139, 0.020703, 0.0319059, 0.026435, 0.0266147, 0.0748803, 0.0736944, 0.0425417, 0.0264788, 0.0157641, 0.0160284
4397, 200, 0.0115426, 0.0561347, 0.020619, 0.0581833, 0.0437777, 0.0242099, 0.038011, 0.0181161, 0.0266754, 0.018676, 0.0435154, 0.0326075, 0.0177287, 0.0254337, 0.0199693, 0.0434031, 0.0272642, 0.0251241, 0.0201992, 0.0356391, 0.0205134, 0.0478838, 0.0311299, 0.0175189, 0.0239328, 0.0177605, 0.0260992, 0.0255332, 0.0473246, 0.0310311, 0.0363125, 0.0399854, 0.0327354, 0.0283689, 0.0408522, 0.0281845, 0.0781682, 0.0602252, 0.0207161, 0.0319389, 0.0263812, 0.0266144, 0.074872, 0.0736971, 0.0425538, 0.0264868, 0.0157377, 0.0160425
4398, 200, 0.0115203, 0.0561123, 0.0206185, 0.0582031, 0.0437785, 0.0242068, 0.0380467, 0.018144, 0.0266794, 0.0186397, 0.0435086, 0.0325994, 0.0177201, 0.0254091, 0.0199667, 0.0433855, 0.027269, 0.0251008, 0.0201617, 0.0356139, 0.0205311, 0.0478525, 0.0311341, 0.01749, 0.0239475, 0.0177659, 0.0261263, 0.0255756, 0.0473751, 0.0309688, 0.0363093, 0.0399635, 0.0327196, 0.0283807, 0.0408528, 0.0281267, 0.078156, 0.0602627, 0.0207157, 0.0318735, 0.0264138, 0.0266131, 0.0748639, 0.0737045, 0.0425498, 0.0264919, 0.0157797, 0.016046
4399, 200, 0.0115417, 0.0561353, 0.0206066, 0.0582135, 0.0437942, 0.0242223, 0.0380194, 0.0181102, 0.0266516, 0.0186983, 0.0435286, 0.0326168, 0.0177281, 0.0254255, 0.0199823, 0.0433978, 0.0272596, 0.025101, 0.0202008, 0.0356442, 0.020541, 0.0478649, 0.0311159, 0.017516, 0.0239257, 0.0177834, 0.0261205, 0.0255842, 0.0473872, 0.0309933, 0.0363355, 0.039995, 0.0327318, 0.0283773, 0.0408618, 0.028148, 0.0781737, 0.0602524, 0.0207169, 0.0319405, 0.0264056, 0.0266083, 0.0748633, 0.0737027, 0.0425713, 0.0264898, 0.0157909, 0.0160467
4400, 200, 0.0114818, 0.0561539, 0.0206001, 0.0582172, 0.0437845, 0.0242175, 0.0380245, 0.0181377, 0.026628, 0.018663, 0.0435635, 0.0326082, 0.0177423, 0.0254107, 0.0199747, 0.0433933, 0.0272558, 0.0251016, 0.0202291, 0.0356043, 0.0204962, 0.0478594, 0.0311325, 0.0175222, 0.0239141, 0.0177831, 0.0261511, 0.0256166, 0.0474542, 0.0309825, 0.0363207, 0.0399779, 0.0327218, 0.0283573, 0.0408751, 0.0281886, 0.0781956, 0.0602684, 0.0207331, 0.0319974, 0.0263991, 0.0265813, 0.0748818, 0.0737164, 0.0425508, 0.0265125, 0.0158077, 0.0160827
4401, 200, 0.0115005, 0.0561785, 0.0206042, 0.0582109, 0.0437934, 0.0242337, 0.0380556, 0.0181391, 0.0266593, 0.018696, 0.0435336, 0.0325998, 0.0177279, 0.0253938, 0.0199899, 0.0433978, 0.0272612, 0.0250883, 0.0201596, 0.0356082, 0.0205409, 0.0478566, 0.031159, 0.0174959, 0.0239266, 0.0177639, 0.0261848, 0.0256118, 0.0474382, 0.030987, 0.0363505, 0.0399777, 0.0327361, 0.0283492, 0.0408732, 0.0281816, 0.0781975, 0.0602588, 0.0207254, 0.031993, 0.0264197, 0.0266163, 0.0749116, 0.0737303, 0.0425835, 0.0264944, 0.0158123, 0.0160738
4402, 200, 0.0115194, 0.0561869, 0.020605, 0.0582259, 0.0437924, 0.024233, 0.038025, 0.0181563, 0.0266213, 0.0187065, 0.0435321, 0.0326133, 0.0177324, 0.0254143, 0.0199934, 0.0433883, 0.0272392, 0.0250933, 0.0201511, 0.0356181, 0.0204929, 0.0478697, 0.0311385, 0.0174924, 0.0239138, 0.0177783, 0.02617, 0.0256088, 0.0474796, 0.0309778, 0.0363249, 0.0399618, 0.0327328, 0.0283664, 0.0408955, 0.028198, 0.0781929, 0.0602432, 0.0207613, 0.0319634, 0.0263954, 0.0266088, 0.0748766, 0.0737253, 0.0425929, 0.0264851, 0.0158311, 0.0160787
4403, 200, 0.0115184, 0.0561563, 0.0206009, 0.0582544, 0.043802, 0.0242494, 0.0380303, 0.0181332, 0.0266341, 0.0186883, 0.0435492, 0.0326351, 0.0177371, 0.0254115, 0.0199911, 0.0433929, 0.0272455, 0.0250788, 0.0201615, 0.0355955, 0.0205015, 0.047841, 0.0311517, 0.0175019, 0.0239223, 0.0177887, 0.0261932, 0.0255903, 0.0475245, 0.0310058, 0.0363299, 0.0399724, 0.0327163, 0.0283128, 0.0409246, 0.0281721, 0.0781937, 0.0602753, 0.0207647, 0.0319604, 0.0263806, 0.0266173, 0.0749187, 0.0737433, 0.0425943, 0.0264695, 0.015843, 0.0160768
4404, 200, 0.0114953, 0.056166, 0.0205916, 0.0582621, 0.0437956, 0.0242472, 0.0380145, 0.0181493, 0.0266328, 0.0186861, 0.0435341, 0.032631, 0.0177298, 0.0254259, 0.0199981, 0.0433971, 0.02724, 0.0251015, 0.0202076, 0.0355868, 0.0204771, 0.0478527, 0.0311331, 0.0174853, 0.0239182, 0.0177777, 0.0261959, 0.0256597, 0.0475342, 0.0310064, 0.0363324, 0.0399612, 0.0327163, 0.0283145, 0.0408868, 0.028226, 0.0781973, 0.0602511, 0.0207607, 0.0319732, 0.0264439, 0.0266402, 0.0749297, 0.0737243, 0.0426034, 0.0264949, 0.0158593, 0.0161084
4405, 200, 0.011488, 0.0562036, 0.0205953, 0.0582663, 0.0437947, 0.0242519, 0.0380093, 0.0181533, 0.0266523, 0.0186628, 0.0435385, 0.0326258, 0.0177357, 0.0254304, 0.0199896, 0.0433977, 0.0272545, 0.0250918, 0.0201986, 0.0356043, 0.0204829, 0.0478648, 0.0311228, 0.0175053, 0.0239067, 0.0177635, 0.0262296, 0.025628, 0.0475582, 0.0309887, 0.0363362, 0.039954, 0.032716, 0.0283066, 0.0408981, 0.0282351, 0.0781907, 0.0602649, 0.020761, 0.0319643, 0.026396, 0.0266985, 0.0749192, 0.073739, 0.0426015, 0.026495, 0.0158626, 0.0161494
4406, 200, 0.0115044, 0.0561969, 0.0205885, 0.0582813, 0.0438015, 0.024259, 0.0380269, 0.0181457, 0.0266793, 0.0186779, 0.0435532, 0.0326476, 0.0177405, 0.0254258, 0.0199956, 0.0433841, 0.0272489, 0.0250956, 0.0201737, 0.0355861, 0.0204666, 0.0478767, 0.0311357, 0.017515, 0.0239002, 0.0177848, 0.0262678, 0.0256465, 0.0475728, 0.0309654, 0.0363495, 0.0399662, 0.0327337, 0.0283289, 0.0408941, 0.0281942, 0.0781812, 0.0602722, 0.0207674, 0.0320009, 0.026425, 0.0266754, 0.0749426, 0.0737381, 0.0425612, 0.0265245, 0.0158701, 0.0161273
4407, 200, 0.011508, 0.0561789, 0.0205861, 0.0582976, 0.0437991, 0.0242656, 0.0380207, 0.0181443, 0.026667, 0.0186884, 0.0435385, 0.0326295, 0.0177345, 0.0254186, 0.0200009, 0.0433885, 0.0272533, 0.0251075, 0.0202064, 0.0355998, 0.0204802, 0.0478581, 0.031129, 0.0174927, 0.0239129, 0.0177391, 0.0262278, 0.0256436, 0.0476362, 0.0309301, 0.0363382, 0.0399534, 0.032707, 0.0283315, 0.040865, 0.0282574, 0.0782055, 0.0602566, 0.0207543, 0.0320144, 0.0264255, 0.0266781, 0.0749158, 0.0737152, 0.0425951, 0.026516, 0.0158856, 0.0161598
4408, 200, 0.0115018, 0.0562286, 0.0205474, 0.0582874, 0.0438027, 0.0242701, 0.0379988, 0.018144, 0.0266591, 0.0187115, 0.0435592, 0.0326563, 0.0177376, 0.0254382, 0.0199977, 0.0433807, 0.0272325, 0.0251321, 0.0202, 0.0356229, 0.020499, 0.0478854, 0.0311285, 0.0174829, 0.0239238, 0.017761, 0.0262922, 0.0256707, 0.0476466, 0.03091, 0.0363615, 0.0399466, 0.0327241, 0.0283144, 0.0408865, 0.0282041, 0.0781969, 0.0602704, 0.0207257, 0.0320204, 0.0264026, 0.0266703, 0.0749133, 0.0737061, 0.0425878, 0.0265232, 0.0159207, 0.016148
4409, 200, 0.0115059, 0.0562221, 0.0205448, 0.0583302, 0.0438, 0.0242746, 0.038019, 0.0181611, 0.0266947, 0.0186749, 0.0435811, 0.0326491, 0.0177511, 0.0254353, 0.0200055, 0.0433985, 0.027245, 0.0251127, 0.0201791, 0.0356385, 0.0205019, 0.047875, 0.0311048, 0.0174931, 0.0238989, 0.0177684, 0.0263057, 0.0256722, 0.0476975, 0.0308873, 0.0363585, 0.0399226, 0.0327128, 0.0283292, 0.0408501, 0.0281666, 0.0782026, 0.0602657, 0.020734, 0.0319859, 0.0264167, 0.0266687, 0.0749033, 0.0737106, 0.0425703, 0.0265141, 0.0159187, 0.0161667
4410, 200, 0.0114442, 0.05624, 0.0205265, 0.058318, 0.0437927, 0.0242864, 0.0380346, 0.01818, 0.0267779, 0.0186958, 0.0435867, 0.0326414, 0.0177305, 0.0254238, 0.0200225, 0.0433959, 0.0272478, 0.0251121, 0.0201906, 0.0356166, 0.0205081, 0.04786, 0.0311417, 0.0174649, 0.0239157, 0.017749, 0.0263198, 0.0257055, 0.0477407, 0.0308419, 0.0363687, 0.039912, 0.0327024, 0.0283235, 0.0408539, 0.0281178, 0.0782188, 0.0602693, 0.0207383, 0.0320149, 0.0264026, 0.026648, 0.07488, 0.0737085, 0.0425647, 0.0265341, 0.0159432, 0.016174
4411, 200, 0.0114404, 0.0562434, 0.0205072, 0.0582827, 0.043784, 0.0242936, 0.0380322, 0.0181557, 0.0267267, 0.0186657, 0.0435954, 0.0326577, 0.0177312, 0.0254184, 0.0200153, 0.0433879, 0.0272352, 0.0251032, 0.0201817, 0.0356378, 0.0204917, 0.0478758, 0.03114, 0.0174753, 0.0239232, 0.0177369, 0.0263413, 0.0257072, 0.0477953, 0.0308192, 0.0363683, 0.0399128, 0.0327015, 0.0283651, 0.0408121, 0.0281411, 0.0781936, 0.0602662, 0.0207347, 0.0320055, 0.0264387, 0.0266397, 0.0748924, 0.0736987, 0.0425466, 0.026523, 0.0159364, 0.016181
4412, 200, 0.0114518, 0.0562768, 0.0205003, 0.0582917, 0.0437821, 0.0243161, 0.038046, 0.018169, 0.0267298, 0.0186611, 0.0435699, 0.0326534, 0.0177315, 0.0254213, 0.0200184, 0.0433864, 0.0272265, 0.025122, 0.0202016, 0.0356519, 0.0204903, 0.0478786, 0.031125, 0.0174624, 0.0239008, 0.0177481, 0.0263456, 0.0256918, 0.0478435, 0.030805, 0.0363365, 0.039946, 0.0326861, 0.0283337, 0.0407996, 0.0281112, 0.0782042, 0.0602723, 0.0207368, 0.0319708, 0.0264087, 0.0266308, 0.0748643, 0.073714, 0.0425459, 0.0265246, 0.0159616, 0.0161702
4413, 200, 0.0114696, 0.0562333, 0.0204972, 0.0582924, 0.0437716, 0.0243195, 0.0380423, 0.0181639, 0.0267162, 0.0186774, 0.0435962, 0.032668, 0.01772, 0.025417, 0.0200066, 0.0433896, 0.0272304, 0.0251339, 0.0201735, 0.0356318, 0.0205031, 0.0478734, 0.0311214, 0.0174825, 0.0238955, 0.0177678, 0.0263166, 0.0256969, 0.0478393, 0.0308113, 0.0363598, 0.0399457, 0.032681, 0.0283499, 0.0407738, 0.0280935, 0.078179, 0.0602682, 0.0207188, 0.0319725, 0.0264242, 0.0266097, 0.0748418, 0.0736781, 0.042536, 0.0265151, 0.0159675, 0.0162241
4414, 200, 0.0114407, 0.0562583, 0.0204876, 0.0582532, 0.0437511, 0.0243272, 0.0380207, 0.0181699, 0.0266749, 0.0186789, 0.0435705, 0.0326556, 0.0177494, 0.0254117, 0.0200063, 0.043387, 0.0272189, 0.0251433, 0.0201931, 0.0356283, 0.0204817, 0.047878, 0.0311081, 0.0174618, 0.0238908, 0.0177527, 0.0263789, 0.0257272, 0.0478508, 0.0307959, 0.0363452, 0.0399508, 0.0326775, 0.0282894, 0.0407892, 0.0280914, 0.0781981, 0.0602474, 0.0207312, 0.0319548, 0.026433, 0.0266038, 0.0748409, 0.0737063, 0.0425107, 0.0265505, 0.0159581, 0.0162333
4415, 200, 0.0114571, 0.0562454, 0.0204626, 0.0582901, 0.0437414, 0.0243399, 0.0380239, 0.018153, 0.0267003, 0.018671, 0.0435909, 0.0326562, 0.0177333, 0.0254146, 0.0200001, 0.0433873, 0.0272142, 0.0251515, 0.0202055, 0.0356365, 0.020499, 0.0478841, 0.0310951, 0.0174913, 0.0238815, 0.0177694, 0.0263623, 0.0257176, 0.0478743, 0.0307998, 0.0363801, 0.0399664, 0.0326437, 0.0283115, 0.0407853, 0.0280175, 0.0781856, 0.0602504, 0.020721, 0.031949, 0.0263676, 0.0266397, 0.0748185, 0.073709, 0.0425324, 0.0265278, 0.0159451, 0.016233
4416, 200, 0.0114426, 0.0562148, 0.0204457, 0.0583076, 0.0437155, 0.0243466, 0.0380327, 0.0181572, 0.0267094, 0.0186455, 0.0435949, 0.0326553, 0.0177316, 0.0253879, 0.019996, 0.0433753, 0.0272062, 0.0251356, 0.0201752, 0.035608, 0.0204785, 0.0478823, 0.0310889, 0.0174871, 0.0238904, 0.0177483, 0.0263823, 0.025759, 0.0479201, 0.0307891, 0.0363425, 0.0399738, 0.0326682, 0.0282692, 0.0407695, 0.0280379, 0.0781702, 0.0602357, 0.0207183, 0.0319726, 0.0264083, 0.0266056, 0.074838, 0.0737258, 0.0425179, 0.0265367, 0.0159722, 0.0162035
4417, 200, 0.0114338, 0.0562304, 0.0204235, 0.0582929, 0.0436936, 0.0243648, 0.0380496, 0.0181387, 0.0266847, 0.0186915, 0.0436184, 0.0326508, 0.0177266, 0.0253903, 0.0199968, 0.043388, 0.0272022, 0.025168, 0.0201917, 0.03564, 0.0205238, 0.0478862, 0.0310815, 0.017503, 0.0238807, 0.0177607, 0.0264174, 0.0257769, 0.0479388, 0.0307321, 0.0363439, 0.0399828, 0.0326237, 0.0282474, 0.0407518, 0.0280201, 0.0781626, 0.0602377, 0.0207068, 0.0319434, 0.0263741, 0.0266084, 0.0748521, 0.0737155, 0.0425264, 0.0265326, 0.0159387, 0.0161548
4418, 200, 0.0114347, 0.0562291, 0.0204073, 0.0582505, 0.0436629, 0.0243792, 0.038048, 0.0181574, 0.026704, 0.018664, 0.0435733, 0.0326497, 0.0177569, 0.0253984, 0.0199962, 0.0433809, 0.0271949, 0.0251716, 0.0201911, 0.0356165, 0.0204584, 0.0478786, 0.0311093, 0.0174705, 0.023882, 0.0177348, 0.0263886, 0.0257773, 0.0479717, 0.0307367, 0.0363511, 0.0400033, 0.0326335, 0.0282611, 0.0407707, 0.0279675, 0.0781453, 0.0602248, 0.0207171, 0.0319581, 0.0263919, 0.0265934, 0.0748507, 0.0737484, 0.0425342, 0.0265185, 0.015938, 0.0161707
4419, 200, 0.011429, 0.0562453, 0.0203811, 0.0582714, 0.0436237, 0.0243969, 0.0380576, 0.0181669, 0.0267647, 0.0186737, 0.0435782, 0.032652, 0.0177421, 0.0254068, 0.0200006, 0.0433891, 0.0271855, 0.0251965, 0.0201888, 0.0356289, 0.0205039, 0.0478681, 0.0310907, 0.0174655, 0.0238853, 0.0177496, 0.0264147, 0.0257794, 0.048013, 0.0307265, 0.0363468, 0.0399953, 0.0326057, 0.028258, 0.040742, 0.027974, 0.0781613, 0.0602325, 0.0207241, 0.0319509, 0.0263648, 0.0265853, 0.0748575, 0.0737273, 0.0425394, 0.0265223, 0.0159144, 0.0161546
4420, 200, 0.0114061, 0.0562247, 0.0203557, 0.058242, 0.0435981, 0.0244193, 0.0380498, 0.0181798, 0.0267597, 0.0186762, 0.0435835, 0.0326438, 0.0177372, 0.0253854, 0.0199951, 0.0433895, 0.0271846, 0.0251777, 0.0201731, 0.0356208, 0.0205066, 0.0478755, 0.0310948, 0.0174632, 0.0238835, 0.0177361, 0.0263924, 0.0257744, 0.0480191, 0.0306789, 0.0363662, 0.0399937, 0.0325948, 0.028264, 0.0407428, 0.027979, 0.07815, 0.0602198, 0.0206898, 0.0319219, 0.0263897, 0.0265906, 0.0748413, 0.0737337, 0.0425465, 0.0264975, 0.0159108, 0.0161384
4421, 200, 0.0114204, 0.0562146, 0.0203284, 0.0582296, 0.0435609, 0.0244508, 0.038034, 0.018179, 0.0267105, 0.0186547, 0.0435818, 0.0326578, 0.0177303, 0.0253897, 0.0199935, 0.0433833, 0.0271704, 0.0251994, 0.0201891, 0.0356219, 0.0204678, 0.0478608, 0.0310751, 0.0174334, 0.0238838, 0.0177231, 0.0263783, 0.0257612, 0.0480432, 0.0306746, 0.0363488, 0.04, 0.0325986, 0.0282484, 0.0407629, 0.0280073, 0.0781269, 0.0602334, 0.0207046, 0.0319225, 0.0263691, 0.0265617, 0.0748427, 0.0737322, 0.0425674, 0.0264825, 0.0159008, 0.0161496
4422, 200, 0.0113932, 0.0561971, 0.0203027, 0.0582315, 0.0435038, 0.024457, 0.0380568, 0.0181577, 0.0267854, 0.0186671, 0.0435822, 0.0326419, 0.017732, 0.0253883, 0.0200071, 0.0433964, 0.0271783, 0.0252056, 0.0201765, 0.0356299, 0.0204823, 0.047875, 0.0310836, 0.0174546, 0.0238743, 0.0177376, 0.0263982, 0.0257806, 0.0481092, 0.0306754, 0.0363539, 0.0399588, 0.0325693, 0.0283068, 0.0407364, 0.0279428, 0.0781304, 0.0602186, 0.0206962, 0.0319227, 0.0263548, 0.0265373, 0.0748671, 0.0737308, 0.0425621, 0.0264594, 0.0158623, 0.0161144
4423, 200, 0.0113666, 0.056206, 0.0202795, 0.0582077, 0.0434442, 0.0244722, 0.0380618, 0.0181694, 0.0267966, 0.0186755, 0.0435734, 0.0326352, 0.0177308, 0.025376, 0.02, 0.0433927, 0.0271602, 0.0252284, 0.0201798, 0.0356302, 0.0205004, 0.0478737, 0.0310759, 0.0174593, 0.0238708, 0.0177361, 0.0264215, 0.0257516, 0.0480517, 0.0306336, 0.0363501, 0.0399772, 0.032611, 0.0282771, 0.0407675, 0.0279121, 0.0781392, 0.0602308, 0.0206892, 0.0319038, 0.0263511, 0.0265346, 0.0748549, 0.0737277, 0.0425657, 0.0264507, 0.0158257, 0.0161231
4424, 200, 0.0113733, 0.0561916, 0.0202585, 0.0582379, 0.0434091, 0.024509, 0.0380665, 0.0181524, 0.0268303, 0.0186716, 0.0435734, 0.0326374, 0.0177252, 0.025395, 0.0200011, 0.0433939, 0.0271681, 0.0252224, 0.0201814, 0.0356291, 0.0204671, 0.0478952, 0.0310858, 0.0174857, 0.0238491, 0.0177493, 0.026408, 0.0257465, 0.0481122, 0.0306589, 0.0363569, 0.039908, 0.0325961, 0.0282522, 0.0407485, 0.0279446, 0.0781448, 0.0602168, 0.0206982, 0.0318997, 0.0263173, 0.0265249, 0.0748475, 0.0737383, 0.042565, 0.026426, 0.0158268, 0.0161016
4425, 200, 0.0113471, 0.0562131, 0.0202604, 0.0582403, 0.0433565, 0.0245388, 0.0380931, 0.0181685, 0.0268461, 0.0186698, 0.0435607, 0.0326281, 0.0177145, 0.0253708, 0.0199955, 0.0434565, 0.0271421, 0.0252695, 0.0202382, 0.0356403, 0.0204719, 0.0478642, 0.0310538, 0.0173633, 0.0237919, 0.0178098, 0.0264211, 0.0257479, 0.0481625, 0.0306659, 0.0363579, 0.0398631, 0.0325818, 0.0282592, 0.0407345, 0.0279736, 0.0781459, 0.0602312, 0.0206858, 0.0319061, 0.0263259, 0.0265098, 0.0748592, 0.07375, 0.0425593, 0.0264373, 0.0158003, 0.0160927
